Year,Month,Origin,Destination,Trips,Base Fare,Revenue,CommuteTime_Mins,OD_Distance_km
2022,February,MAG,TAF,19685,13,255905,4,1.94
2022,February,TAF,TAF,667,0,0,0,0
2022,March,NOR,TAF,26997,28,755916,34,16.74
2022,March,QUE,TAF,14255,28,399140,31,15.51
2022,March,GMA,TAF,32810,24,787440,29,14.53
2022,March,CUB,TAF,58351,24,1400424,25,12.6
2022,March,SAN,TAF,8331,24,199944,22,11.2
2022,March,ORT,TAF,38058,20,761160,18,8.86
2022,March,SHA,TAF,92485,20,1849700,17,8.04
2022,March,BON,TAF,46052,16,736832,15,7.03
2022,March,GUA,TAF,44333,16,709328,14,6.31
2022,March,BUE,TAF,7912,16,126592,10,4.41
2022,March,AYA,TAF,46083,13,599079,7,3.18
2022,March,MAG,TAF,16713,13,217269,4,1.94
2022,March,TAF,TAF,799,0,0,0,0
2022,April,NOR,TAF,79522,28,2226616,34,16.74
2022,April,QUE,TAF,42649,28,1194172,31,15.51
2022,April,GMA,TAF,80898,24,1941552,29,14.53
2022,April,CUB,TAF,166963,24,4007112,25,12.6
2022,April,SAN,TAF,20540,24,492960,22,11.2
2022,April,ORT,TAF,80524,20,1610480,18,8.86
2022,April,SHA,TAF,182578,20,3651560,17,8.04
2022,April,BON,TAF,86979,16,1391664,15,7.03
2022,April,GUA,TAF,101006,16,1616096,14,6.31
2022,April,BUE,TAF,16797,16,268752,10,4.41
2022,April,AYA,TAF,83337,13,1083381,7,3.18
2022,April,MAG,TAF,30988,13,402844,4,1.94
2022,April,TAF,TAF,2894,0,0,0,0
2022,May,NOR,TAF,98122,28,2747416,34,16.74
2022,May,QUE,TAF,52766,28,1477448,31,15.51
2022,May,GMA,TAF,101222,24,2429328,29,14.53
2022,May,CUB,TAF,215599,24,5174376,25,12.6
2022,May,SAN,TAF,24803,24,595272,22,11.2
2022,May,ORT,TAF,102586,20,2051720,18,8.86
2022,May,SHA,TAF,237100,20,4742000,17,8.04
2022,May,BON,TAF,110211,16,1763376,15,7.03
2022,May,GUA,TAF,136561,16,2184976,14,6.31
2022,May,BUE,TAF,23920,16,382720,10,4.41
2022,May,AYA,TAF,133471,13,1735123,7,3.18
2022,May,MAG,TAF,44790,13,582270,4,1.94
2022,May,TAF,TAF,4407,0,0,0,0
2022,June,NOR,TAF,108161,28,3028508,34,16.74
2022,June,QUE,TAF,61143,28,1712004,31,15.51
2022,June,GMA,TAF,111041,24,2664984,29,14.53
2022,June,CUB,TAF,229470,24,5507280,25,12.6
2022,June,SAN,TAF,28225,24,677400,22,11.2
2022,June,ORT,TAF,114392,20,2287840,18,8.86
2022,June,SHA,TAF,255798,20,5115960,17,8.04
2022,June,BON,TAF,116409,16,1862544,15,7.03
2022,June,GUA,TAF,148061,16,2368976,14,6.31
2022,June,BUE,TAF,26849,16,429584,10,4.41
2022,June,AYA,TAF,145118,13,1886534,7,3.18
2022,June,MAG,TAF,49238,13,640094,4,1.94
2022,June,TAF,TAF,5228,0,0,0,0
2022,July,NOR,TAF,78953,28,2210684,34,16.74
2022,July,QUE,TAF,46161,28,1292508,31,15.51
2022,July,GMA,TAF,83713,24,2009112,29,14.53
2022,July,CUB,TAF,189664,24,4551936,25,12.6
2022,July,SAN,TAF,23188,24,556512,22,11.2
2022,July,ORT,TAF,98444,20,1968880,18,8.86
2022,July,SHA,TAF,234313,20,4686260,17,8.04
2022,July,BON,TAF,102593,16,1641488,15,7.03
2022,July,GUA,TAF,124923,16,1998768,14,6.31
2022,July,BUE,TAF,22221,16,355536,10,4.41
2022,July,AYA,TAF,132500,13,1722500,7,3.18
2022,July,MAG,TAF,43478,13,565214,4,1.94
2022,July,TAF,TAF,1310,0,0,0,0
2022,August,NOR,TAF,72686,28,2035208,34,16.74
2022,August,QUE,TAF,43983,28,1231524,31,15.51
2022,August,GMA,TAF,80358,24,1928592,29,14.53
2022,August,CUB,TAF,182722,24,4385328,25,12.6
2022,August,SAN,TAF,22362,24,536688,22,11.2
2022,August,ORT,TAF,99907,20,1998140,18,8.86
2022,August,SHA,TAF,234374,20,4687480,17,8.04
2022,August,BON,TAF,106817,16,1709072,15,7.03
2022,August,GUA,TAF,128522,16,2056352,14,6.31
2022,August,BUE,TAF,22683,16,362928,10,4.41
2022,August,AYA,TAF,138453,13,1799889,7,3.18
2022,August,MAG,TAF,47340,13,615420,4,1.94
2022,August,TAF,TAF,1146,0,0,0,0
2022,September,NOR,TAF,66949,28,1874572,34,16.74
2022,September,QUE,TAF,41428,28,1159984,31,15.51
2022,September,GMA,TAF,73807,24,1771368,29,14.53
2022,September,CUB,TAF,168547,24,4045128,25,12.6
2022,September,SAN,TAF,21896,24,525504,22,11.2
2022,September,ORT,TAF,96034,20,1920680,18,8.86
2022,September,SHA,TAF,227361,20,4547220,17,8.04
2022,September,BON,TAF,104453,16,1671248,15,7.03
2022,September,GUA,TAF,124646,16,1994336,14,6.31
2022,September,BUE,TAF,22585,16,361360,10,4.41
2022,September,AYA,TAF,138914,13,1805882,7,3.18
2022,September,MAG,TAF,47956,13,623428,4,1.94
2022,September,TAF,TAF,1019,0,0,0,0
2022,October,NOR,TAF,70140,28,1963920,34,16.74
2022,October,QUE,TAF,42965,28,1203020,31,15.51
2022,October,GMA,TAF,73980,24,1775520,29,14.53
2022,October,CUB,TAF,174823,24,4195752,25,12.6
2022,October,SAN,TAF,22222,24,533328,22,11.2
2022,October,ORT,TAF,95758,20,1915160,18,8.86
2022,October,SHA,TAF,234396,20,4687920,17,8.04
2022,October,BON,TAF,109530,16,1752480,15,7.03
2022,October,GUA,TAF,127847,16,2045552,14,6.31
2022,October,BUE,TAF,22488,16,359808,10,4.41
2022,October,AYA,TAF,142166,13,1848158,7,3.18
2022,October,MAG,TAF,49691,13,645983,4,1.94
2022,October,TAF,TAF,2405,0,0,0,0
2022,November,NOR,TAF,68949,28,1930572,34,16.74
2022,November,QUE,TAF,42098,28,1178744,31,15.51
2022,November,GMA,TAF,70251,24,1686024,29,14.53
2022,November,CUB,TAF,169565,24,4069560,25,12.6
2022,November,SAN,TAF,22813,24,547512,22,11.2
2022,November,ORT,TAF,94934,20,1898680,18,8.86
2022,November,SHA,TAF,232476,20,4649520,17,8.04
2022,November,BON,TAF,109842,16,1757472,15,7.03
2022,November,GUA,TAF,130760,16,2092160,14,6.31
2022,November,BUE,TAF,22831,16,365296,10,4.41
2022,November,AYA,TAF,146197,13,1900561,7,3.18
2022,November,MAG,TAF,50873,13,661349,4,1.94
2022,November,TAF,TAF,1535,0,0,0,0
2022,December,NOR,TAF,82868,28,2320304,34,16.74
2022,December,QUE,TAF,48486,28,1357608,31,15.51
2022,December,GMA,TAF,82813,24,1987512,29,14.53
2022,December,CUB,TAF,203097,24,4874328,25,12.6
2022,December,SAN,TAF,23734,24,569616,22,11.2
2022,December,ORT,TAF,96444,20,1928880,18,8.86
2022,December,SHA,TAF,248679,20,4973580,17,8.04
2022,December,BON,TAF,111464,16,1783424,15,7.03
2022,December,GUA,TAF,139177,16,2226832,14,6.31
2022,December,BUE,TAF,21860,16,349760,10,4.41
2022,December,AYA,TAF,152212,13,1978756,7,3.18
2022,December,MAG,TAF,48210,13,626730,4,1.94
2022,December,TAF,TAF,1557,0,0,0,0
2023,January,NOR,NOR,637,0,0,0,0
2023,January,QUE,NOR,23395,13,304135,3,1.23
2023,January,GMA,NOR,25510,13,331630,5,2.21
2023,January,CUB,NOR,164314,16,2629024,9,4.14
2023,January,SAN,NOR,23001,16,368016,12,5.54
2023,January,ORT,NOR,107529,20,2150580,16,7.88
2023,January,SHA,NOR,171543,20,3430860,17,8.7
2023,January,BON,NOR,75543,20,1510860,19,9.71
2023,January,GUA,NOR,85723,24,2057352,20,10.43
2023,January,BUE,NOR,36903,24,885672,24,12.33
2023,January,AYA,NOR,123187,24,2956488,27,13.56
2023,January,MAG,NOR,40099,28,1122772,30,14.8
2023,January,TAF,NOR,101023,28,2828644,34,16.74
2023,February,NOR,NOR,639,0,0,0,0
2023,February,QUE,NOR,22622,13,294086,3,1.23
2023,February,GMA,NOR,24071,13,312923,5,2.21
2023,February,CUB,NOR,157076,16,2513216,9,4.14
2023,February,SAN,NOR,21704,16,347264,12,5.54
2023,February,ORT,NOR,102801,20,2056020,16,7.88
2023,February,SHA,NOR,168489,20,3369780,17,8.7
2023,February,BON,NOR,75667,20,1513340,19,9.71
2023,February,GUA,NOR,83142,24,1995408,20,10.43
2023,February,BUE,NOR,35887,24,861288,24,12.33
2023,February,AYA,NOR,121094,24,2906256,27,13.56
2023,February,MAG,NOR,38488,28,1077664,30,14.8
2023,February,TAF,NOR,95860,28,2684080,34,16.74
2023,March,NOR,NOR,1018,0,0,0,0
2023,March,QUE,NOR,23643,13,307359,3,1.23
2023,March,GMA,NOR,26823,13,348699,5,2.21
2023,March,CUB,NOR,167371,16,2677936,9,4.14
2023,March,SAN,NOR,23852,16,381632,12,5.54
2023,March,ORT,NOR,117147,20,2342940,16,7.88
2023,March,SHA,NOR,187196,20,3743920,17,8.7
2023,March,BON,NOR,83262,20,1665240,19,9.71
2023,March,GUA,NOR,90250,24,2166000,20,10.43
2023,March,BUE,NOR,42323,24,1015752,24,12.33
2023,March,AYA,NOR,134976,24,3239424,27,13.56
2023,March,MAG,NOR,43702,28,1223656,30,14.8
2023,March,TAF,NOR,99342,28,2781576,34,16.74
2023,April,NOR,NOR,671,0,0,0,0
2023,April,QUE,NOR,18401,13,239213,3,1.23
2023,April,GMA,NOR,20815,13,270595,5,2.21
2023,April,CUB,NOR,137618,16,2201888,9,4.14
2023,April,SAN,NOR,19518,16,312288,12,5.54
2023,April,ORT,NOR,94138,20,1882760,16,7.88
2023,April,SHA,NOR,152737,20,3054740,17,8.7
2023,April,BON,NOR,67172,20,1343440,19,9.71
2023,April,GUA,NOR,75465,24,1811160,20,10.43
2023,April,BUE,NOR,33389,24,801336,24,12.33
2023,April,AYA,NOR,109545,24,2629080,27,13.56
2023,April,MAG,NOR,35551,28,995428,30,14.8
2023,April,TAF,NOR,85918,28,2405704,34,16.74
2023,May,NOR,NOR,680,0,0,0,0
2023,May,QUE,NOR,22616,13,294008,3,1.23
2023,May,GMA,NOR,26114,13,339482,5,2.21
2023,May,CUB,NOR,167080,16,2673280,9,4.14
2023,May,SAN,NOR,25003,16,400048,12,5.54
2023,May,ORT,NOR,119188,20,2383760,16,7.88
2023,May,SHA,NOR,190602,20,3812040,17,8.7
2023,May,BON,NOR,82399,20,1647980,19,9.71
2023,May,GUA,NOR,92261,24,2214264,20,10.43
2023,May,BUE,NOR,43143,24,1035432,24,12.33
2023,May,AYA,NOR,137466,24,3299184,27,13.56
2023,May,MAG,NOR,45791,28,1282148,30,14.8
2023,May,TAF,NOR,102739,28,2876692,34,16.74
2023,June,NOR,NOR,700,0,0,0,0
2023,June,QUE,NOR,23166,13,301158,3,1.23
2023,June,GMA,NOR,25117,13,326521,5,2.21
2023,June,CUB,NOR,162863,16,2605808,9,4.14
2023,June,SAN,NOR,24358,16,389728,12,5.54
2023,June,ORT,NOR,115029,20,2300580,16,7.88
2023,June,SHA,NOR,184902,20,3698040,17,8.7
2023,June,BON,NOR,79968,20,1599360,19,9.71
2023,June,GUA,NOR,88539,24,2124936,20,10.43
2023,June,BUE,NOR,41854,24,1004496,24,12.33
2023,June,AYA,NOR,135987,24,3263688,27,13.56
2023,June,MAG,NOR,43567,28,1219876,30,14.8
2023,June,TAF,NOR,102438,28,2868264,34,16.74
2023,July,NOR,NOR,645,0,0,0,0
2023,July,QUE,NOR,23740,13,308620,3,1.23
2023,July,GMA,NOR,26613,13,345969,5,2.21
2023,July,CUB,NOR,172207,16,2755312,9,4.14
2023,July,SAN,NOR,26671,16,426736,12,5.54
2023,July,ORT,NOR,122466,20,2449320,16,7.88
2023,July,SHA,NOR,197635,20,3952700,17,8.7
2023,July,BON,NOR,84354,20,1687080,19,9.71
2023,July,GUA,NOR,93711,24,2249064,20,10.43
2023,July,BUE,NOR,43517,24,1044408,24,12.33
2023,July,AYA,NOR,142661,24,3423864,27,13.56
2023,July,MAG,NOR,45279,28,1267812,30,14.8
2023,July,TAF,NOR,111357,28,3117996,34,16.74
2023,August,NOR,NOR,690,0,0,0,0
2023,August,QUE,NOR,24745,13,321685,3,1.23
2023,August,GMA,NOR,28241,13,367133,5,2.21
2023,August,CUB,NOR,183695,16,2939120,9,4.14
2023,August,SAN,NOR,28479,16,455664,12,5.54
2023,August,ORT,NOR,132654,20,2653080,16,7.88
2023,August,SHA,NOR,205574,20,4111480,17,8.7
2023,August,BON,NOR,93300,20,1866000,19,9.71
2023,August,GUA,NOR,99987,24,2399688,20,10.43
2023,August,BUE,NOR,46558,24,1117392,24,12.33
2023,August,AYA,NOR,155375,24,3729000,27,13.56
2023,August,MAG,NOR,49082,28,1374296,30,14.8
2023,August,TAF,NOR,118589,28,3320492,34,16.74
2023,September,NOR,NOR,678,0,0,0,0
2023,September,QUE,NOR,24348,13,316524,3,1.23
2023,September,GMA,NOR,28622,13,372086,5,2.21
2023,September,CUB,NOR,179692,16,2875072,9,4.14
2023,September,SAN,NOR,28702,16,459232,12,5.54
2023,September,ORT,NOR,129268,20,2585360,16,7.88
2023,September,SHA,NOR,200462,20,4009240,17,8.7
2023,September,BON,NOR,95486,20,1909720,19,9.71
2023,September,GUA,NOR,98302,24,2359248,20,10.43
2023,September,BUE,NOR,46629,24,1119096,24,12.33
2023,September,AYA,NOR,151409,24,3633816,27,13.56
2023,September,MAG,NOR,49145,28,1376060,30,14.8
2023,September,TAF,NOR,111892,28,3132976,34,16.74
2023,October,NOR,NOR,711,0,0,0,0
2023,October,QUE,NOR,25454,13,330902,3,1.23
2023,October,GMA,NOR,28546,13,371098,5,2.21
2023,October,CUB,NOR,186145,16,2978320,9,4.14
2023,October,SAN,NOR,28807,16,460912,12,5.54
2023,October,ORT,NOR,135638,20,2712760,16,7.88
2023,October,SHA,NOR,207532,20,4150640,17,8.7
2023,October,BON,NOR,97004,20,1940080,19,9.71
2023,October,GUA,NOR,101979,24,2447496,20,10.43
2023,October,BUE,NOR,46784,24,1122816,24,12.33
2023,October,AYA,NOR,156186,24,3748464,27,13.56
2023,October,MAG,NOR,50478,28,1413384,30,14.8
2023,October,TAF,NOR,114702,28,3211656,34,16.74
2023,November,NOR,NOR,744,0,0,0,0
2023,November,QUE,NOR,23597,13,306761,3,1.23
2023,November,GMA,NOR,25680,13,333840,5,2.21
2023,November,CUB,NOR,173456,16,2775296,9,4.14
2023,November,SAN,NOR,28291,16,452656,12,5.54
2023,November,ORT,NOR,130906,20,2618120,16,7.88
2023,November,SHA,NOR,200332,20,4006640,17,8.7
2023,November,BON,NOR,91644,20,1832880,19,9.71
2023,November,GUA,NOR,98743,24,2369832,20,10.43
2023,November,BUE,NOR,43702,24,1048848,24,12.33
2023,November,AYA,NOR,149530,24,3588720,27,13.56
2023,November,MAG,NOR,47722,28,1336216,30,14.8
2023,November,TAF,NOR,109683,28,3071124,34,16.74
2023,December,NOR,NOR,744,0,0,0,0
2023,December,QUE,NOR,23597,13,306761,3,1.23
2023,December,GMA,NOR,25680,13,333840,5,2.21
2023,December,CUB,NOR,173456,16,2775296,9,4.14
2023,December,SAN,NOR,28291,16,452656,12,5.54
2023,December,ORT,NOR,130906,20,2618120,16,7.88
2023,December,SHA,NOR,200332,20,4006640,17,8.7
2023,December,BON,NOR,91644,20,1832880,19,9.71
2023,December,GUA,NOR,98743,24,2369832,20,10.43
2023,December,BUE,NOR,43702,24,1048848,24,12.33
2023,December,AYA,NOR,149530,24,3588720,27,13.56
2023,December,MAG,NOR,47722,28,1336216,30,14.8
2023,December,TAF,NOR,109683,28,3071124,34,16.74
2023,January,NOR,QUE,41456,13,538928,3,1.23
2023,January,QUE,QUE,485,0,0,0,0
2023,January,GMA,QUE,5690,13,73970,2,0.98
2023,January,CUB,QUE,59510,13,773630,6,2.91
2023,January,SAN,QUE,10690,16,171040,9,4.31
2023,January,ORT,QUE,52188,16,835008,13,6.65
2023,January,SHA,QUE,66496,20,1329920,14,7.47
2023,January,BON,QUE,31327,20,626540,16,8.48
2023,January,GUA,QUE,48062,20,961240,17,9.2
2023,January,BUE,QUE,19000,24,456000,21,11.1
2023,January,AYA,QUE,59410,24,1425840,24,12.33
2023,January,MAG,QUE,21196,24,508704,27,13.57
2023,January,TAF,QUE,65115,28,1823220,31,15.51
2023,February,NOR,QUE,39406,13,512278,3,1.23
2023,February,QUE,QUE,416,0,0,0,0
2023,February,GMA,QUE,5284,13,68692,2,0.98
2023,February,CUB,QUE,56574,13,735462,6,2.91
2023,February,SAN,QUE,10497,16,167952,9,4.31
2023,February,ORT,QUE,50394,16,806304,13,6.65
2023,February,SHA,QUE,64443,20,1288860,14,7.47
2023,February,BON,QUE,30792,20,615840,16,8.48
2023,February,GUA,QUE,46420,20,928400,17,9.2
2023,February,BUE,QUE,18703,24,448872,21,11.1
2023,February,AYA,QUE,58754,24,1410096,24,12.33
2023,February,MAG,QUE,21023,24,504552,27,13.57
2023,February,TAF,QUE,63389,28,1774892,31,15.51
2023,March,NOR,QUE,42334,13,550342,3,1.23
2023,March,QUE,QUE,603,0,0,0,0
2023,March,GMA,QUE,5890,13,76570,2,0.98
2023,March,CUB,QUE,61207,13,795691,6,2.91
2023,March,SAN,QUE,11933,16,190928,9,4.31
2023,March,ORT,QUE,56828,16,909248,13,6.65
2023,March,SHA,QUE,71548,20,1430960,14,7.47
2023,March,BON,QUE,34609,20,692180,16,8.48
2023,March,GUA,QUE,50830,20,1016600,17,9.2
2023,March,BUE,QUE,21011,24,504264,21,11.1
2023,March,AYA,QUE,65990,24,1583760,24,12.33
2023,March,MAG,QUE,23803,24,571272,27,13.57
2023,March,TAF,QUE,67043,28,1877204,31,15.51
2023,April,NOR,QUE,32297,13,419861,3,1.23
2023,April,QUE,QUE,406,0,0,0,0
2023,April,GMA,QUE,4058,13,52754,2,0.98
2023,April,CUB,QUE,46104,13,599352,6,2.91
2023,April,SAN,QUE,9436,16,150976,9,4.31
2023,April,ORT,QUE,45002,16,720032,13,6.65
2023,April,SHA,QUE,56342,20,1126840,14,7.47
2023,April,BON,QUE,27034,20,540680,16,8.48
2023,April,GUA,QUE,40598,20,811960,17,9.2
2023,April,BUE,QUE,16182,24,388368,21,11.1
2023,April,AYA,QUE,52095,24,1250280,24,12.33
2023,April,MAG,QUE,18814,24,451536,27,13.57
2023,April,TAF,QUE,53853,28,1507884,31,15.51
2023,May,NOR,QUE,40879,13,531427,3,1.23
2023,May,QUE,QUE,542,0,0,0,0
2023,May,GMA,QUE,5206,13,67678,2,0.98
2023,May,CUB,QUE,56971,13,740623,6,2.91
2023,May,SAN,QUE,12507,16,200112,9,4.31
2023,May,ORT,QUE,56472,16,903552,13,6.65
2023,May,SHA,QUE,69948,20,1398960,14,7.47
2023,May,BON,QUE,32966,20,659320,16,8.48
2023,May,GUA,QUE,50755,20,1015100,17,9.2
2023,May,BUE,QUE,20899,24,501576,21,11.1
2023,May,AYA,QUE,64107,24,1538568,24,12.33
2023,May,MAG,QUE,24568,24,589632,27,13.57
2023,May,TAF,QUE,67170,28,1880760,31,15.51
2023,June,NOR,QUE,41439,13,538707,3,1.23
2023,June,QUE,QUE,556,0,0,0,0
2023,June,GMA,QUE,4879,13,63427,2,0.98
2023,June,CUB,QUE,54894,13,713622,6,2.91
2023,June,SAN,QUE,11873,16,189968,9,4.31
2023,June,ORT,QUE,55071,16,881136,13,6.65
2023,June,SHA,QUE,67752,20,1355040,14,7.47
2023,June,BON,QUE,31221,20,624420,16,8.48
2023,June,GUA,QUE,48174,20,963480,17,9.2
2023,June,BUE,QUE,20041,24,480984,21,11.1
2023,June,AYA,QUE,62869,24,1508856,24,12.33
2023,June,MAG,QUE,23889,24,573336,27,13.57
2023,June,TAF,QUE,66908,28,1873424,31,15.51
2023,July,NOR,QUE,42583,13,553579,3,1.23
2023,July,QUE,QUE,442,0,0,0,0
2023,July,GMA,QUE,5731,13,74503,2,0.98
2023,July,CUB,QUE,57426,13,746538,6,2.91
2023,July,SAN,QUE,13295,16,212720,9,4.31
2023,July,ORT,QUE,58493,16,935888,13,6.65
2023,July,SHA,QUE,72122,20,1442440,14,7.47
2023,July,BON,QUE,33126,20,662520,16,8.48
2023,July,GUA,QUE,49362,20,987240,17,9.2
2023,July,BUE,QUE,20828,24,499872,21,11.1
2023,July,AYA,QUE,65928,24,1582272,24,12.33
2023,July,MAG,QUE,24505,24,588120,27,13.57
2023,July,TAF,QUE,71393,28,1999004,31,15.51
2023,August,NOR,QUE,44678,13,580814,3,1.23
2023,August,QUE,QUE,528,0,0,0,0
2023,August,GMA,QUE,6049,13,78637,2,0.98
2023,August,CUB,QUE,60973,13,792649,6,2.91
2023,August,SAN,QUE,13695,16,219120,9,4.31
2023,August,ORT,QUE,62714,16,1003424,13,6.65
2023,August,SHA,QUE,75595,20,1511900,14,7.47
2023,August,BON,QUE,36405,20,728100,16,8.48
2023,August,GUA,QUE,53028,20,1060560,17,9.2
2023,August,BUE,QUE,22349,24,536376,21,11.1
2023,August,AYA,QUE,71224,24,1709376,24,12.33
2023,August,MAG,QUE,26240,24,629760,27,13.57
2023,August,TAF,QUE,76196,28,2133488,31,15.51
2023,September,NOR,QUE,43552,13,566176,3,1.23
2023,September,QUE,QUE,559,0,0,0,0
2023,September,GMA,QUE,6070,13,78910,2,0.98
2023,September,CUB,QUE,61401,13,798213,6,2.91
2023,September,SAN,QUE,15065,16,241040,9,4.31
2023,September,ORT,QUE,68238,16,1091808,13,6.65
2023,September,SHA,QUE,80475,20,1609500,14,7.47
2023,September,BON,QUE,39910,20,798200,16,8.48
2023,September,GUA,QUE,55527,20,1110540,17,9.2
2023,September,BUE,QUE,24829,24,595896,21,11.1
2023,September,AYA,QUE,76131,24,1827144,24,12.33
2023,September,MAG,QUE,27289,24,654936,27,13.57
2023,September,TAF,QUE,78096,28,2186688,31,15.51
2023,October,NOR,QUE,44674,13,580762,3,1.23
2023,October,QUE,QUE,672,0,0,0,0
2023,October,GMA,QUE,5713,13,74269,2,0.98
2023,October,CUB,QUE,63551,13,826163,6,2.91
2023,October,SAN,QUE,16265,16,260240,9,4.31
2023,October,ORT,QUE,76425,16,1222800,13,6.65
2023,October,SHA,QUE,87217,20,1744340,14,7.47
2023,October,BON,QUE,42564,20,851280,16,8.48
2023,October,GUA,QUE,59793,20,1195860,17,9.2
2023,October,BUE,QUE,26232,24,629568,21,11.1
2023,October,AYA,QUE,82882,24,1989168,24,12.33
2023,October,MAG,QUE,29968,24,719232,27,13.57
2023,October,TAF,QUE,82960,28,2322880,31,15.51
2023,November,NOR,QUE,43492,13,565396,3,1.23
2023,November,QUE,QUE,819,0,0,0,0
2023,November,GMA,QUE,5369,13,69797,2,0.98
2023,November,CUB,QUE,60075,13,780975,6,2.91
2023,November,SAN,QUE,16023,16,256368,9,4.31
2023,November,ORT,QUE,74684,16,1194944,13,6.65
2023,November,SHA,QUE,85198,20,1703960,14,7.47
2023,November,BON,QUE,40060,20,801200,16,8.48
2023,November,GUA,QUE,57810,20,1156200,17,9.2
2023,November,BUE,QUE,24324,24,583776,21,11.1
2023,November,AYA,QUE,80268,24,1926432,24,12.33
2023,November,MAG,QUE,28473,24,683352,27,13.57
2023,November,TAF,QUE,80602,28,2256856,31,15.51
2023,December,NOR,QUE,43492,13,565396,3,1.23
2023,December,QUE,QUE,819,0,0,0,0
2023,December,GMA,QUE,5369,13,69797,2,0.98
2023,December,CUB,QUE,60075,13,780975,6,2.91
2023,December,SAN,QUE,16023,16,256368,9,4.31
2023,December,ORT,QUE,74684,16,1194944,13,6.65
2023,December,SHA,QUE,85198,20,1703960,14,7.47
2023,December,BON,QUE,40060,20,801200,16,8.48
2023,December,GUA,QUE,57810,20,1156200,17,9.2
2023,December,BUE,QUE,24324,24,583776,21,11.1
2023,December,AYA,QUE,80268,24,1926432,24,12.33
2023,December,MAG,QUE,28473,24,683352,27,13.57
2023,December,TAF,QUE,80602,28,2256856,31,15.51
2023,January,NOR,GMA,34084,13,443092,5,2.21
2023,January,QUE,GMA,9604,13,124852,2,0.98
2023,January,GMA,GMA,510,0,0,0,0
2023,January,CUB,GMA,53143,13,690859,4,1.93
2023,January,SAN,GMA,33071,13,429923,7,3.33
2023,January,ORT,GMA,108341,16,1733456,11,5.67
2023,January,SHA,GMA,151048,16,2416768,12,6.49
2023,January,BON,GMA,56591,20,1131820,14,7.5
2023,January,GUA,GMA,83321,20,1666420,15,8.22
2023,January,BUE,GMA,39824,20,796480,19,10.12
2023,January,AYA,GMA,92153,24,2211672,22,11.35
2023,January,MAG,GMA,35993,24,863832,25,12.59
2023,January,TAF,GMA,116084,24,2786016,29,14.53
2023,February,NOR,GMA,32953,13,428389,5,2.21
2023,February,QUE,GMA,8537,13,110981,2,0.98
2023,February,GMA,GMA,462,0,0,0,0
2023,February,CUB,GMA,47047,13,611611,4,1.93
2023,February,SAN,GMA,31738,13,412594,7,3.33
2023,February,ORT,GMA,101335,16,1621360,11,5.67
2023,February,SHA,GMA,141022,16,2256352,12,6.49
2023,February,BON,GMA,54015,20,1080300,14,7.5
2023,February,GUA,GMA,77462,20,1549240,15,8.22
2023,February,BUE,GMA,38101,20,762020,19,10.12
2023,February,AYA,GMA,86861,24,2084664,22,11.35
2023,February,MAG,GMA,34833,24,835992,25,12.59
2023,February,TAF,GMA,107682,24,2584368,29,14.53
2023,March,NOR,GMA,36597,13,475761,5,2.21
2023,March,QUE,GMA,8775,13,114075,2,0.98
2023,March,GMA,GMA,779,0,0,0,0
2023,March,CUB,GMA,48007,13,624091,4,1.93
2023,March,SAN,GMA,34332,13,446316,7,3.33
2023,March,ORT,GMA,112728,16,1803648,11,5.67
2023,March,SHA,GMA,153282,16,2452512,12,6.49
2023,March,BON,GMA,58588,20,1171760,14,7.5
2023,March,GUA,GMA,82643,20,1652860,15,8.22
2023,March,BUE,GMA,43580,20,871600,19,10.12
2023,March,AYA,GMA,96001,24,2304024,22,11.35
2023,March,MAG,GMA,37567,24,901608,25,12.59
2023,March,TAF,GMA,114708,24,2752992,29,14.53
2023,April,NOR,GMA,27789,13,361257,5,2.21
2023,April,QUE,GMA,6941,13,90233,2,0.98
2023,April,GMA,GMA,612,0,0,0,0
2023,April,CUB,GMA,36736,13,477568,4,1.93
2023,April,SAN,GMA,27357,13,355641,7,3.33
2023,April,ORT,GMA,86581,16,1385296,11,5.67
2023,April,SHA,GMA,121616,16,1945856,12,6.49
2023,April,BON,GMA,45787,20,915740,14,7.5
2023,April,GUA,GMA,66983,20,1339660,15,8.22
2023,April,BUE,GMA,34195,20,683900,19,10.12
2023,April,AYA,GMA,76878,24,1845072,22,11.35
2023,April,MAG,GMA,30036,24,720864,25,12.59
2023,April,TAF,GMA,94141,24,2259384,29,14.53
2023,May,NOR,GMA,34756,13,451828,5,2.21
2023,May,QUE,GMA,8625,13,112125,2,0.98
2023,May,GMA,GMA,631,0,0,0,0
2023,May,CUB,GMA,43436,13,564668,4,1.93
2023,May,SAN,GMA,33516,13,435708,7,3.33
2023,May,ORT,GMA,108805,16,1740880,11,5.67
2023,May,SHA,GMA,149907,16,2398512,12,6.49
2023,May,BON,GMA,55419,20,1108380,14,7.5
2023,May,GUA,GMA,82484,20,1649680,15,8.22
2023,May,BUE,GMA,43598,20,871960,19,10.12
2023,May,AYA,GMA,94718,24,2273232,22,11.35
2023,May,MAG,GMA,38368,24,920832,25,12.59
2023,May,TAF,GMA,113076,24,2713824,29,14.53
2023,June,NOR,GMA,33833,13,439829,5,2.21
2023,June,QUE,GMA,8289,13,107757,2,0.98
2023,June,GMA,GMA,866,0,0,0,0
2023,June,CUB,GMA,41482,13,539266,4,1.93
2023,June,SAN,GMA,32078,13,417014,7,3.33
