Year,Month,Origin,Destination,Trips,Base Fare,Revenue,CommuteTime_Mins,OD_Distance_km
2023,May,GUA,BON,54677,13,710801,1,0.72
2023,May,BUE,BON,17753,13,230789,5,2.62
2023,May,AYA,BON,89613,13,1164969,8,3.85
2023,May,MAG,BON,30886,16,494176,11,5.09
2023,May,TAF,BON,140232,20,2804640,15,7.03
2023,June,NOR,BON,75341,20,1506820,19,9.71
2023,June,QUE,BON,35657,20,713140,16,8.48
2023,June,GMA,BON,55050,20,1101000,14,7.5
2023,June,CUB,BON,91020,16,1456320,10,5.57
2023,June,SAN,BON,9594,16,153504,7,4.17
2023,June,ORT,BON,38983,13,506779,3,1.83
2023,June,SHA,BON,35315,13,459095,2,1.01
2023,June,BON,BON,1558,0,0,0,0
2023,June,GUA,BON,50704,13,659152,1,0.72
2023,June,BUE,BON,16569,13,215397,5,2.62
2023,June,AYA,BON,86434,13,1123642,8,3.85
2023,June,MAG,BON,28884,16,462144,11,5.09
2023,June,TAF,BON,134450,20,2689000,15,7.03
2023,July,NOR,BON,78752,20,1575040,19,9.71
2023,July,QUE,BON,37113,20,742260,16,8.48
2023,July,GMA,BON,57515,20,1150300,14,7.5
2023,July,CUB,BON,97762,16,1564192,10,5.57
2023,July,SAN,BON,10227,16,163632,7,4.17
2023,July,ORT,BON,42052,13,546676,3,1.83
2023,July,SHA,BON,38345,13,498485,2,1.01
2023,July,BON,BON,1516,0,0,0,0
2023,July,GUA,BON,54879,13,713427,1,0.72
2023,July,BUE,BON,16899,13,219687,5,2.62
2023,July,AYA,BON,93246,13,1212198,8,3.85
2023,July,MAG,BON,30347,16,485552,11,5.09
2023,July,TAF,BON,142085,20,2841700,15,7.03
2023,August,NOR,BON,86421,20,1728420,19,9.71
2023,August,QUE,BON,40533,20,810660,16,8.48
2023,August,GMA,BON,62267,20,1245340,14,7.5
2023,August,CUB,BON,110171,16,1762736,10,5.57
2023,August,SAN,BON,11173,16,178768,7,4.17
2023,August,ORT,BON,46818,13,608634,3,1.83
2023,August,SHA,BON,41340,13,537420,2,1.01
2023,August,BON,BON,1796,0,0,0,0
2023,August,GUA,BON,64322,13,836186,1,0.72
2023,August,BUE,BON,18704,13,243152,5,2.62
2023,August,AYA,BON,103407,13,1344291,8,3.85
2023,August,MAG,BON,32805,16,524880,11,5.09
2023,August,TAF,BON,155590,20,3111800,15,7.03
2023,September,NOR,BON,88821,20,1776420,19,9.71
2023,September,QUE,BON,45746,20,914920,16,8.48
2023,September,GMA,BON,57373,20,1147460,14,7.5
2023,September,CUB,BON,110235,16,1763760,10,5.57
2023,September,SAN,BON,11608,16,185728,7,4.17
2023,September,ORT,BON,45207,13,587691,3,1.83
2023,September,SHA,BON,40139,13,521807,2,1.01
2023,September,BON,BON,1644,0,0,0,0
2023,September,GUA,BON,65757,13,854841,1,0.72
2023,September,BUE,BON,18433,13,239629,5,2.62
2023,September,AYA,BON,99964,13,1299532,8,3.85
2023,September,MAG,BON,32695,16,523120,11,5.09
2023,September,TAF,BON,156659,20,3133180,15,7.03
2023,October,NOR,BON,89533,20,1790660,19,9.71
2023,October,QUE,BON,47953,20,959060,16,8.48
2023,October,GMA,BON,53515,20,1070300,14,7.5
2023,October,CUB,BON,111530,16,1784480,10,5.57
2023,October,SAN,BON,11783,16,188528,7,4.17
2023,October,ORT,BON,46346,13,602498,3,1.83
2023,October,SHA,BON,41302,13,536926,2,1.01
2023,October,BON,BON,1597,0,0,0,0
2023,October,GUA,BON,62018,13,806234,1,0.72
2023,October,BUE,BON,18261,13,237393,5,2.62
2023,October,AYA,BON,101820,13,1323660,8,3.85
2023,October,MAG,BON,32047,16,512752,11,5.09
2023,October,TAF,BON,156405,20,3128100,15,7.03
2023,November,NOR,BON,83991,20,1679820,19,9.71
2023,November,QUE,BON,44313,20,886260,16,8.48
2023,November,GMA,BON,49323,20,986460,14,7.5
2023,November,CUB,BON,102921,16,1646736,10,5.57
2023,November,SAN,BON,11261,16,180176,7,4.17
2023,November,ORT,BON,43110,13,560430,3,1.83
2023,November,SHA,BON,39913,13,518869,2,1.01
2023,November,BON,BON,1946,0,0,0,0
2023,November,GUA,BON,54210,13,704730,1,0.72
2023,November,BUE,BON,16388,13,213044,5,2.62
2023,November,AYA,BON,95842,13,1245946,8,3.85
2023,November,MAG,BON,29949,16,479184,11,5.09
2023,November,TAF,BON,144710,20,2894200,15,7.03
2023,December,NOR,BON,83991,20,1679820,19,9.71
2023,December,QUE,BON,44313,20,886260,16,8.48
2023,December,GMA,BON,49323,20,986460,14,7.5
2023,December,CUB,BON,102921,16,1646736,10,5.57
2023,December,SAN,BON,11261,16,180176,7,4.17
2023,December,ORT,BON,43110,13,560430,3,1.83
2023,December,SHA,BON,39913,13,518869,2,1.01
2023,December,BON,BON,1946,0,0,0,0
2023,December,GUA,BON,54210,13,704730,1,0.72
2023,December,BUE,BON,16388,13,213044,5,2.62
2023,December,AYA,BON,95842,13,1245946,8,3.85
2023,December,MAG,BON,29949,16,479184,11,5.09
2023,December,TAF,BON,144710,20,2894200,15,7.03
2023,January,NOR,GUA,80798,24,1939152,20,10.43
2023,January,QUE,GUA,44840,20,896800,17,9.2
2023,January,GMA,GUA,79271,20,1585420,15,8.22
2023,January,CUB,GUA,139988,20,2799760,11,6.29
2023,January,SAN,GUA,21335,16,341360,8,4.89
2023,January,ORT,GUA,66228,16,1059648,4,2.55
2023,January,SHA,GUA,118837,13,1544881,3,1.73
2023,January,BON,GUA,58490,13,760370,1,0.72
2023,January,GUA,GUA,1411,0,0,0,0
2023,January,BUE,GUA,8902,13,115726,4,1.9
2023,January,AYA,GUA,61930,13,805090,7,3.13
2023,January,MAG,GUA,33665,16,538640,10,4.37
2023,January,TAF,GUA,162887,16,2606192,14,6.31
2023,February,NOR,GUA,80060,24,1921440,20,10.43
2023,February,QUE,GUA,44701,20,894020,17,9.2
2023,February,GMA,GUA,76520,20,1530400,15,8.22
2023,February,CUB,GUA,136811,20,2736220,11,6.29
2023,February,SAN,GUA,20640,16,330240,8,4.89
2023,February,ORT,GUA,63106,16,1009696,4,2.55
2023,February,SHA,GUA,114931,13,1494103,3,1.73
2023,February,BON,GUA,56576,13,735488,1,0.72
2023,February,GUA,GUA,1171,0,0,0,0
2023,February,BUE,GUA,9046,13,117598,4,1.9
2023,February,AYA,GUA,59298,13,770874,7,3.13
2023,February,MAG,GUA,32647,16,522352,10,4.37
2023,February,TAF,GUA,158000,16,2528000,14,6.31
2023,March,NOR,GUA,86382,24,2073168,20,10.43
2023,March,QUE,GUA,49477,20,989540,17,9.2
2023,March,GMA,GUA,82169,20,1643380,15,8.22
2023,March,CUB,GUA,144979,20,2899580,11,6.29
2023,March,SAN,GUA,22387,16,358192,8,4.89
2023,March,ORT,GUA,68978,16,1103648,4,2.55
2023,March,SHA,GUA,124754,13,1621802,3,1.73
2023,March,BON,GUA,60431,13,785603,1,0.72
2023,March,GUA,GUA,1622,0,0,0,0
2023,March,BUE,GUA,10236,13,133068,4,1.9
2023,March,AYA,GUA,66287,13,861731,7,3.13
2023,March,MAG,GUA,37264,16,596224,10,4.37
2023,March,TAF,GUA,169839,16,2717424,14,6.31
2023,April,NOR,GUA,70894,24,1701456,20,10.43
2023,April,QUE,GUA,39378,20,787560,17,9.2
2023,April,GMA,GUA,67226,20,1344520,15,8.22
2023,April,CUB,GUA,121420,20,2428400,11,6.29
2023,April,SAN,GUA,17615,16,281840,8,4.89
2023,April,ORT,GUA,53720,16,859520,4,2.55
2023,April,SHA,GUA,98396,13,1279148,3,1.73
2023,April,BON,GUA,47066,13,611858,1,0.72
2023,April,GUA,GUA,968,0,0,0,0
2023,April,BUE,GUA,7680,13,99840,4,1.9
2023,April,AYA,GUA,52782,13,686166,7,3.13
2023,April,MAG,GUA,29376,16,470016,10,4.37
2023,April,TAF,GUA,137096,16,2193536,14,6.31
2023,May,NOR,GUA,84427,24,2026248,20,10.43
2023,May,QUE,GUA,48696,20,973920,17,9.2
2023,May,GMA,GUA,79829,20,1596580,15,8.22
2023,May,CUB,GUA,142469,20,2849380,11,6.29
2023,May,SAN,GUA,21903,16,350448,8,4.89
2023,May,ORT,GUA,67583,16,1081328,4,2.55
2023,May,SHA,GUA,120158,13,1562054,3,1.73
2023,May,BON,GUA,57523,13,747799,1,0.72
2023,May,GUA,GUA,1236,0,0,0,0
2023,May,BUE,GUA,9902,13,128726,4,1.9
2023,May,AYA,GUA,63733,13,828529,7,3.13
2023,May,MAG,GUA,38786,16,620576,10,4.37
2023,May,TAF,GUA,162338,16,2597408,14,6.31
2023,June,NOR,GUA,83938,24,2014512,20,10.43
2023,June,QUE,GUA,45912,20,918240,17,9.2
2023,June,GMA,GUA,76995,20,1539900,15,8.22
2023,June,CUB,GUA,139324,20,2786480,11,6.29
2023,June,SAN,GUA,21585,16,345360,8,4.89
2023,June,ORT,GUA,64501,16,1032016,4,2.55
2023,June,SHA,GUA,111678,13,1451814,3,1.73
2023,June,BON,GUA,53797,13,699361,1,0.72
2023,June,GUA,GUA,1351,0,0,0,0
2023,June,BUE,GUA,8988,13,116844,4,1.9
2023,June,AYA,GUA,61947,13,805311,7,3.13
2023,June,MAG,GUA,35623,16,569968,10,4.37
2023,June,TAF,GUA,154305,16,2468880,14,6.31
2023,July,NOR,GUA,88399,24,2121576,20,10.43
2023,July,QUE,GUA,46987,20,939740,17,9.2
2023,July,GMA,GUA,80325,20,1606500,15,8.22
2023,July,CUB,GUA,145329,20,2906580,11,6.29
2023,July,SAN,GUA,21973,16,351568,8,4.89
2023,July,ORT,GUA,67198,16,1075168,4,2.55
2023,July,SHA,GUA,117250,13,1524250,3,1.73
2023,July,BON,GUA,58029,13,754377,1,0.72
2023,July,GUA,GUA,1196,0,0,0,0
2023,July,BUE,GUA,9095,13,118235,4,1.9
2023,July,AYA,GUA,66364,13,862732,7,3.13
2023,July,MAG,GUA,37178,16,594848,10,4.37
2023,July,TAF,GUA,159867,16,2557872,14,6.31
2023,August,NOR,GUA,93250,24,2238000,20,10.43
2023,August,QUE,GUA,50676,20,1013520,17,9.2
2023,August,GMA,GUA,82634,20,1652680,15,8.22
2023,August,CUB,GUA,154749,20,3094980,11,6.29
2023,August,SAN,GUA,22582,16,361312,8,4.89
2023,August,ORT,GUA,70889,16,1134224,4,2.55
2023,August,SHA,GUA,124157,13,1614041,3,1.73
2023,August,BON,GUA,67863,13,882219,1,0.72
2023,August,GUA,GUA,1416,0,0,0,0
2023,August,BUE,GUA,10762,13,139906,4,1.9
2023,August,AYA,GUA,72729,13,945477,7,3.13
2023,August,MAG,GUA,41063,16,657008,10,4.37
2023,August,TAF,GUA,176328,16,2821248,14,6.31
2023,September,NOR,GUA,92017,24,2208408,20,10.43
2023,September,QUE,GUA,53817,20,1076340,17,9.2
2023,September,GMA,GUA,75993,20,1519860,15,8.22
2023,September,CUB,GUA,150276,20,3005520,11,6.29
2023,September,SAN,GUA,22412,16,358592,8,4.89
2023,September,ORT,GUA,70112,16,1121792,4,2.55
2023,September,SHA,GUA,121256,13,1576328,3,1.73
2023,September,BON,GUA,68224,13,886912,1,0.72
2023,September,GUA,GUA,1343,0,0,0,0
2023,September,BUE,GUA,11149,13,144937,4,1.9
2023,September,AYA,GUA,75087,13,976131,7,3.13
2023,September,MAG,GUA,44608,16,713728,10,4.37
2023,September,TAF,GUA,176991,16,2831856,14,6.31
2023,October,NOR,GUA,94551,24,2269224,20,10.43
2023,October,QUE,GUA,58019,20,1160380,17,9.2
2023,October,GMA,GUA,72789,20,1455780,15,8.22
2023,October,CUB,GUA,154742,20,3094840,11,6.29
2023,October,SAN,GUA,23135,16,370160,8,4.89
2023,October,ORT,GUA,71894,16,1150304,4,2.55
2023,October,SHA,GUA,124384,13,1616992,3,1.73
2023,October,BON,GUA,65313,13,849069,1,0.72
2023,October,GUA,GUA,1255,0,0,0,0
2023,October,BUE,GUA,10579,13,137527,4,1.9
2023,October,AYA,GUA,78912,13,1025856,7,3.13
2023,October,MAG,GUA,44610,16,713760,10,4.37
2023,October,TAF,GUA,182053,16,2912848,14,6.31
2023,November,NOR,GUA,89675,24,2152200,20,10.43
2023,November,QUE,GUA,55069,20,1101380,17,9.2
2023,November,GMA,GUA,66435,20,1328700,15,8.22
2023,November,CUB,GUA,141812,20,2836240,11,6.29
2023,November,SAN,GUA,21807,16,348912,8,4.89
2023,November,ORT,GUA,66131,16,1058096,4,2.55
2023,November,SHA,GUA,117391,13,1526083,3,1.73
2023,November,BON,GUA,58452,13,759876,1,0.72
2023,November,GUA,GUA,1618,0,0,0,0
2023,November,BUE,GUA,10241,13,133133,4,1.9
2023,November,AYA,GUA,77912,13,1012856,7,3.13
2023,November,MAG,GUA,41854,16,669664,10,4.37
2023,November,TAF,GUA,170492,16,2727872,14,6.31
2023,December,NOR,GUA,89675,24,2152200,20,10.43
2023,December,QUE,GUA,55069,20,1101380,17,9.2
2023,December,GMA,GUA,66435,20,1328700,15,8.22
2023,December,CUB,GUA,141812,20,2836240,11,6.29
2023,December,SAN,GUA,21807,16,348912,8,4.89
2023,December,ORT,GUA,66131,16,1058096,4,2.55
2023,December,SHA,GUA,117391,13,1526083,3,1.73
2023,December,BON,GUA,58452,13,759876,1,0.72
2023,December,GUA,GUA,1618,0,0,0,0
2023,December,BUE,GUA,10241,13,133133,4,1.9
2023,December,AYA,GUA,77912,13,1012856,7,3.13
2023,December,MAG,GUA,41854,16,669664,10,4.37
2023,December,TAF,GUA,170492,16,2727872,14,6.31
2023,January,NOR,BUE,30435,24,730440,24,12.33
2023,January,QUE,BUE,13475,24,323400,21,11.1
2023,January,GMA,BUE,35815,20,716300,19,10.12
2023,January,CUB,BUE,48498,20,969960,15,8.19
2023,January,SAN,BUE,2054,20,41080,12,6.79
2023,January,ORT,BUE,8737,16,139792,8,4.45
2023,January,SHA,BUE,27518,13,357734,7,3.63
2023,January,BON,BUE,16231,13,211003,5,2.62
2023,January,GUA,BUE,14339,13,186407,4,1.9
2023,January,BUE,BUE,259,0,0,0,0
2023,January,AYA,BUE,6372,13,82836,3,1.23
2023,January,MAG,BUE,7054,13,91702,6,2.47
2023,January,TAF,BUE,38539,16,616624,10,4.41
2023,February,NOR,BUE,29771,24,714504,24,12.33
2023,February,QUE,BUE,13026,24,312624,21,11.1
2023,February,GMA,BUE,34483,20,689660,19,10.12
2023,February,CUB,BUE,47298,20,945960,15,8.19
2023,February,SAN,BUE,2028,20,40560,12,6.79
2023,February,ORT,BUE,8643,16,138288,8,4.45
2023,February,SHA,BUE,26663,13,346619,7,3.63
2023,February,BON,BUE,15665,13,203645,5,2.62
2023,February,GUA,BUE,14337,13,186381,4,1.9
2023,February,BUE,BUE,192,0,0,0,0
2023,February,AYA,BUE,6127,13,79651,3,1.23
2023,February,MAG,BUE,6428,13,83564,6,2.47
2023,February,TAF,BUE,37535,16,600560,10,4.41
2023,March,NOR,BUE,35030,24,840720,24,12.33
2023,March,QUE,BUE,14509,24,348216,21,11.1
2023,March,GMA,BUE,38960,20,779200,19,10.12
2023,March,CUB,BUE,51953,20,1039060,15,8.19
2023,March,SAN,BUE,2463,20,49260,12,6.79
2023,March,ORT,BUE,9936,16,158976,8,4.45
2023,March,SHA,BUE,29401,13,382213,7,3.63
2023,March,BON,BUE,17438,13,226694,5,2.62
2023,March,GUA,BUE,16053,13,208689,4,1.9
2023,March,BUE,BUE,346,0,0,0,0
2023,March,AYA,BUE,6748,13,87724,3,1.23
2023,March,MAG,BUE,7486,13,97318,6,2.47
2023,March,TAF,BUE,40889,16,654224,10,4.41
2023,April,NOR,BUE,26486,24,635664,24,12.33
2023,April,QUE,BUE,11212,24,269088,21,11.1
2023,April,GMA,BUE,30108,20,602160,19,10.12
2023,April,CUB,BUE,39960,20,799200,15,8.19
2023,April,SAN,BUE,1763,20,35260,12,6.79
2023,April,ORT,BUE,7221,16,115536,8,4.45
2023,April,SHA,BUE,21888,13,284544,7,3.63
2023,April,BON,BUE,12511,13,162643,5,2.62
2023,April,GUA,BUE,12373,13,160849,4,1.9
2023,April,BUE,BUE,172,0,0,0,0
2023,April,AYA,BUE,5256,13,68328,3,1.23
2023,April,MAG,BUE,5419,13,70447,6,2.47
2023,April,TAF,BUE,30220,16,483520,10,4.41
2023,May,NOR,BUE,33727,24,809448,24,12.33
2023,May,QUE,BUE,14733,24,353592,21,11.1
2023,May,GMA,BUE,37791,20,755820,19,10.12
2023,May,CUB,BUE,49742,20,994840,15,8.19
2023,May,SAN,BUE,2588,20,51760,12,6.79
2023,May,ORT,BUE,9816,16,157056,8,4.45
2023,May,SHA,BUE,27740,13,360620,7,3.63
2023,May,BON,BUE,16546,13,215098,5,2.62
2023,May,GUA,BUE,15740,13,204620,4,1.9
2023,May,BUE,BUE,321,0,0,0,0
2023,May,AYA,BUE,6349,13,82537,3,1.23
2023,May,MAG,BUE,6749,13,87737,6,2.47
2023,May,TAF,BUE,36638,16,586208,10,4.41
2023,June,NOR,BUE,33367,24,800808,24,12.33
2023,June,QUE,BUE,14338,24,344112,21,11.1
2023,June,GMA,BUE,36465,20,729300,19,10.12
2023,June,CUB,BUE,48123,20,962460,15,8.19
2023,June,SAN,BUE,2416,20,48320,12,6.79
2023,June,ORT,BUE,9466,16,151456,8,4.45
2023,June,SHA,BUE,25796,13,335348,7,3.63
2023,June,BON,BUE,15455,13,200915,5,2.62
2023,June,GUA,BUE,14419,13,187447,4,1.9
2023,June,BUE,BUE,254,0,0,0,0
2023,June,AYA,BUE,6274,13,81562,3,1.23
2023,June,MAG,BUE,6361,13,82693,6,2.47
2023,June,TAF,BUE,34819,16,557104,10,4.41
2023,July,NOR,BUE,34307,24,823368,24,12.33
2023,July,QUE,BUE,14693,24,352632,21,11.1
2023,July,GMA,BUE,36589,20,731780,19,10.12
2023,July,CUB,BUE,49579,20,991580,15,8.19
2023,July,SAN,BUE,2389,20,47780,12,6.79
2023,July,ORT,BUE,9643,16,154288,8,4.45
2023,July,SHA,BUE,26567,13,345371,7,3.63
2023,July,BON,BUE,15987,13,207831,5,2.62
2023,July,GUA,BUE,14527,13,188851,4,1.9
2023,July,BUE,BUE,211,0,0,0,0
2023,July,AYA,BUE,6568,13,85384,3,1.23
2023,July,MAG,BUE,6786,13,88218,6,2.47
2023,July,TAF,BUE,37410,16,598560,10,4.41
2023,August,NOR,BUE,37269,24,894456,24,12.33
2023,August,QUE,BUE,15669,24,376056,21,11.1
2023,August,GMA,BUE,38902,20,778040,19,10.12
2023,August,CUB,BUE,53308,20,1066160,15,8.19
2023,August,SAN,BUE,2705,20,54100,12,6.79
2023,August,ORT,BUE,10583,16,169328,8,4.45
2023,August,SHA,BUE,28078,13,365014,7,3.63
2023,August,BON,BUE,16915,13,219895,5,2.62
2023,August,GUA,BUE,17646,13,229398,4,1.9
2023,August,BUE,BUE,236,0,0,0,0
2023,August,AYA,BUE,6714,13,87282,3,1.23
2023,August,MAG,BUE,7385,13,96005,6,2.47
2023,August,TAF,BUE,40026,16,640416,10,4.41
2023,September,NOR,BUE,37099,24,890376,24,12.33
2023,September,QUE,BUE,17707,24,424968,21,11.1
2023,September,GMA,BUE,35242,20,704840,19,10.12
2023,September,CUB,BUE,53180,20,1063600,15,8.19
2023,September,SAN,BUE,2778,20,55560,12,6.79
2023,September,ORT,BUE,10582,16,169312,8,4.45
2023,September,SHA,BUE,27936,13,363168,7,3.63
2023,September,BON,BUE,16804,13,218452,5,2.62
2023,September,GUA,BUE,17245,13,224185,4,1.9
2023,September,BUE,BUE,233,0,0,0,0
2023,September,AYA,BUE,6638,13,86294,3,1.23
2023,September,MAG,BUE,7561,13,98293,6,2.47
2023,September,TAF,BUE,40437,16,646992,10,4.41
2023,October,NOR,BUE,36478,24,875472,24,12.33
2023,October,QUE,BUE,18709,24,449016,21,11.1
2023,October,GMA,BUE,33037,20,660740,19,10.12
2023,October,CUB,BUE,52855,20,1057100,15,8.19
2023,October,SAN,BUE,2782,20,55640,12,6.79
2023,October,ORT,BUE,10241,16,163856,8,4.45
2023,October,SHA,BUE,27948,13,363324,7,3.63
2023,October,BON,BUE,16900,13,219700,5,2.62
2023,October,GUA,BUE,16165,13,210145,4,1.9
2023,October,BUE,BUE,214,0,0,0,0
2023,October,AYA,BUE,6786,13,88218,3,1.23
2023,October,MAG,BUE,7178,13,93314,6,2.47
2023,October,TAF,BUE,40449,16,647184,10,4.41
2023,November,NOR,BUE,34405,24,825720,24,12.33
2023,November,QUE,BUE,17774,24,426576,21,11.1
2023,November,GMA,BUE,30634,20,612680,19,10.12
2023,November,CUB,BUE,48904,20,978080,15,8.19
2023,November,SAN,BUE,2722,20,54440,12,6.79
2023,November,ORT,BUE,9420,16,150720,8,4.45
2023,November,SHA,BUE,25884,13,336492,7,3.63
2023,November,BON,BUE,15332,13,199316,5,2.62
2023,November,GUA,BUE,15575,13,202475,4,1.9
2023,November,BUE,BUE,297,0,0,0,0
2023,November,AYA,BUE,6290,13,81770,3,1.23
2023,November,MAG,BUE,6978,13,90714,6,2.47
2023,November,TAF,BUE,37852,16,605632,10,4.41
2023,December,NOR,BUE,34405,24,825720,24,12.33
2023,December,QUE,BUE,17774,24,426576,21,11.1
2023,December,GMA,BUE,30634,20,612680,19,10.12
2023,December,CUB,BUE,48904,20,978080,15,8.19
2023,December,SAN,BUE,2722,20,54440,12,6.79
2023,December,ORT,BUE,9420,16,150720,8,4.45
2023,December,SHA,BUE,25884,13,336492,7,3.63
2023,December,BON,BUE,15332,13,199316,5,2.62
2023,December,GUA,BUE,15575,13,202475,4,1.9
2023,December,BUE,BUE,297,0,0,0,0
2023,December,AYA,BUE,6290,13,81770,3,1.23
2023,December,MAG,BUE,6978,13,90714,6,2.47
2023,December,TAF,BUE,37852,16,605632,10,4.41
2023,January,NOR,AYA,97338,24,2336112,27,13.56
2023,January,QUE,AYA,40506,24,972144,24,12.33
2023,January,GMA,AYA,73124,24,1754976,22,11.35
2023,January,CUB,AYA,140081,20,2801620,18,9.42
2023,January,SAN,AYA,7737,20,154740,15,8.02
2023,January,ORT,AYA,24549,20,490980,11,5.68
2023,January,SHA,AYA,92148,16,1474368,10,4.86
2023,January,BON,AYA,71225,13,925925,8,3.85
2023,January,GUA,AYA,56994,13,740922,0.92,0.92
2023,January,BUE,AYA,2968,13,38584,3,1.23
2023,January,AYA,AYA,1190,0,0,0,0
2023,January,MAG,AYA,20758,13,269854,3,1.24
2023,January,TAF,AYA,191048,13,2483624,7,3.18
2023,February,NOR,AYA,94548,24,2269152,27,13.56
2023,February,QUE,AYA,39567,24,949608,24,12.33
2023,February,GMA,AYA,70172,24,1684128,22,11.35
2023,February,CUB,AYA,135608,20,2712160,18,9.42
2023,February,SAN,AYA,7207,20,144140,15,8.02
2023,February,ORT,AYA,23516,20,470320,11,5.68
2023,February,SHA,AYA,87406,16,1398496,10,4.86
2023,February,BON,AYA,67256,13,874328,8,3.85
2023,February,GUA,AYA,54841,13,712933,0.92,0.92
2023,February,BUE,AYA,2919,13,37947,3,1.23
2023,February,AYA,AYA,729,0,0,0,0
2023,February,MAG,AYA,19541,13,254033,3,1.24
2023,February,TAF,AYA,183912,13,2390856,7,3.18
2023,March,NOR,AYA,104838,24,2516112,27,13.56
2023,March,QUE,AYA,44078,24,1057872,24,12.33
2023,March,GMA,AYA,77331,24,1855944,22,11.35
2023,March,CUB,AYA,145734,20,2914680,18,9.42
2023,March,SAN,AYA,7966,20,159320,15,8.02
2023,March,ORT,AYA,26342,20,526840,11,5.68
2023,March,SHA,AYA,95696,16,1531136,10,4.86
2023,March,BON,AYA,72912,13,947856,8,3.85
2023,March,GUA,AYA,60636,13,788268,0.92,0.92
2023,March,BUE,AYA,3536,13,45968,3,1.23
2023,March,AYA,AYA,931,0,0,0,0
2023,March,MAG,AYA,21272,13,276536,3,1.24
2023,March,TAF,AYA,198729,13,2583477,7,3.18
2023,April,NOR,AYA,83189,24,1996536,27,13.56
2023,April,QUE,AYA,34938,24,838512,24,12.33
2023,April,GMA,AYA,61052,24,1465248,22,11.35
2023,April,CUB,AYA,116885,20,2337700,18,9.42
2023,April,SAN,AYA,6066,20,121320,15,8.02
2023,April,ORT,AYA,19894,20,397880,11,5.68
2023,April,SHA,AYA,76149,16,1218384,10,4.86
2023,April,BON,AYA,57398,13,746174,8,3.85
2023,April,GUA,AYA,48287,13,627731,0.92,0.92
2023,April,BUE,AYA,2639,13,34307,3,1.23
2023,April,AYA,AYA,663,0,0,0,0
2023,April,MAG,AYA,17206,13,223678,3,1.24
2023,April,TAF,AYA,150678,13,1958814,7,3.18
2023,May,NOR,AYA,103977,24,2495448,27,13.56
2023,May,QUE,AYA,43734,24,1049616,24,12.33
2023,May,GMA,AYA,74434,24,1786416,22,11.35
2023,May,CUB,AYA,140074,20,2801480,18,9.42
2023,May,SAN,AYA,7535,20,150700,15,8.02
2023,May,ORT,AYA,24850,20,497000,11,5.68
2023,May,SHA,AYA,92439,16,1479024,10,4.86
2023,May,BON,AYA,71492,13,929396,8,3.85
2023,May,GUA,AYA,59513,13,773669,0.92,0.92
2023,May,BUE,AYA,3498,13,45474,3,1.23
2023,May,AYA,AYA,796,0,0,0,0
2023,May,MAG,AYA,21246,13,276198,3,1.24
2023,May,TAF,AYA,181596,13,2360748,7,3.18
2023,June,NOR,AYA,104149,24,2499576,27,13.56
2023,June,QUE,AYA,43494,24,1043856,24,12.33
2023,June,GMA,AYA,72892,24,1749408,22,11.35
2023,June,CUB,AYA,138998,20,2779960,18,9.42
2023,June,SAN,AYA,7581,20,151620,15,8.02
2023,June,ORT,AYA,24887,20,497740,11,5.68
2023,June,SHA,AYA,90313,16,1445008,10,4.86
2023,June,BON,AYA,69496,13,903448,8,3.85
2023,June,GUA,AYA,58568,13,761384,0.92,0.92
2023,June,BUE,AYA,3377,13,43901,3,1.23
2023,June,AYA,AYA,790,0,0,0,0
2023,June,MAG,AYA,20501,13,266513,3,1.24
2023,June,TAF,AYA,177682,13,2309866,7,3.18
2023,July,NOR,AYA,110037,24,2640888,27,13.56
2023,July,QUE,AYA,45719,24,1097256,24,12.33
2023,July,GMA,AYA,76327,24,1831848,22,11.35
2023,July,CUB,AYA,148090,20,2961800,18,9.42
2023,July,SAN,AYA,7772,20,155440,15,8.02
2023,July,ORT,AYA,26531,20,530620,11,5.68
2023,July,SHA,AYA,95919,16,1534704,10,4.86
2023,July,BON,AYA,73998,13,961974,8,3.85
2023,July,GUA,AYA,63264,13,822432,0.92,0.92
2023,July,BUE,AYA,3467,13,45071,3,1.23
2023,July,AYA,AYA,748,0,0,0,0
2023,July,MAG,AYA,21517,13,279721,3,1.24
2023,July,TAF,AYA,184056,13,2392728,7,3.18
2023,August,NOR,AYA,119171,24,2860104,27,13.56
2023,August,QUE,AYA,49177,24,1180248,24,12.33
2023,August,GMA,AYA,79663,24,1911912,22,11.35
2023,August,CUB,AYA,157362,20,3147240,18,9.42
2023,August,SAN,AYA,8483,20,169660,15,8.02
2023,August,ORT,AYA,28241,20,564820,11,5.68
2023,August,SHA,AYA,100418,16,1606688,10,4.86
2023,August,BON,AYA,79541,13,1034033,8,3.85
2023,August,GUA,AYA,70644,13,918372,0.92,0.92
2023,August,BUE,AYA,3565,13,46345,3,1.23
2023,August,AYA,AYA,913,0,0,0,0
2023,August,MAG,AYA,24091,13,313183,3,1.24
2023,August,TAF,AYA,197447,13,2566811,7,3.18
2023,September,NOR,AYA,116974,24,2807376,27,13.56
2023,September,QUE,AYA,53672,24,1288128,24,12.33
2023,September,GMA,AYA,70970,24,1703280,22,11.35
2023,September,CUB,AYA,153104,20,3062080,18,9.42
2023,September,SAN,AYA,8497,20,169940,15,8.02
2023,September,ORT,AYA,27289,20,545780,11,5.68
2023,September,SHA,AYA,98597,16,1577552,10,4.86
